Rafako SA,1.92,-1.03,1.94,1.91,1.95,12511,24143,2018-12-11 09:25
Rafamet SA,9.6,0,0,0,0,0,0,2018-12-10
Rainbow Tours SA,21.4,-0.47,21.5,21.4,21.9,601,12877,2018-12-11 09:20
Rank Progress SA,1.64,1.86,1.64,1.64,1.64,320,525,2018-12-11 09:02
Rawlplug SA,9.48,6.52,9,9,9.48,41,369,2018-12-11 09:00
Redan SA,0.58,0,0,0,0,0,0,2018-12-10
Redwood Holding SA w restrukturyzacji,0.06,0,0,0,0,0,0,2018-12-10
Reinhold Europe AB,0.17,0,0,0,0,0,0,2018-12-10
Relpol SA,7.64,0,0,0,0,0,0,2018-12-10
Remak SA,9.18,-0.86,9.18,9.18,9.18,1,9,2018-12-11 09:00
Ronson Development SE,0.93,0,0.93,0.93,0.93,1,1,2018-12-11 09:03
Rubicon Partners SA,0.91,2.25,0.96,0.91,0.96,1302,1185,2018-12-11 09:25
Sadovaya Group SA,0.12,0,0,0,0,0,0,2018-12-10
Sanok Rubber Company SA,29.9,1.01,29.9,29.9,29.9,468,13993,2018-12-11 09:00
SANPL2,350,0,0,0,0,0,0,2018-12-10
Santander Bank Polska SA,349.4,1.69,346,346,350,1057,368553,2018-12-11 09:28
Sanwil SA,0.58,0,0,0,0,0,0,2018-12-10
Sare SA,5,0,5,5,5,268,1340,2018-12-11 09:11
Satis Group SA,1.32,0,0,0,0,0,0,2018-12-10
Sco-Pak SA w restrukturyzacji,0.06,0,0,0,0,0,0,2018-12-10
Seco/Warwick SA,15.8,0,15.8,15.8,15.8,64,1011,2018-12-11 09:00
Seko SA,8.9,2.3,8.9,8.9,8.9,64,570,2018-12-11 09:17
Selena FM SA,9.05,0,0,0,0,0,0,2018-12-10
Selvita SA,49,0,49,49,49,50,2450,2018-12-11 09:00
Serinus Energy Inc.,0.72,2.86,0.72,0.69,0.72,17460,12313,2018-12-11 09:28
Sescom SA,28.2,0,0,0,0,0,0,2018-12-10
Setanta ASI SA,1.39,0,0,0,0,0,0,2018-12-10
Sfinks SA,0.94,0,0,0,0,0,0,2018-12-10
Silvano Group AS,10.1,0,0,0,0,0,0,2018-12-10
Simple SA,6.65,4.72,6.65,6.65,6.65,20,133,2018-12-11 09:00
Skarbiec Holding SA,22.8,0,0,0,0,0,0,2018-12-10
Skotan SA,0.36,0,0,0,0,0,0,2018-12-10
Skyline Investment SA,0.65,0,0.65,0.65,0.65,200,130,2018-12-11 09:00
Sleepz AG,4.38,7.35,4.38,4.38,4.38,1,4,2018-12-11 09:00
Soho Development SA,0.99,1.02,0.99,0.99,0.99,24,24,2018-12-11 09:00
Solar Company SA,0.53,1.92,0.53,0.53,0.53,1,1,2018-12-11 09:11
Sonel SA,6.4,0,0,0,0,0,0,2018-12-10
Sopharma AD,8,0,0,0,0,0,0,2018-12-10
Stalexport Autostrady SA,3.3,0,3.3,3.3,3.32,6912,22830,2018-12-11 09:23
Stalprodukt SA,314,0,314,314,314,1,314,2018-12-11 09:00
Stalprofil SA,10.2,0,0,0,0,0,0,2018-12-10
Starhedge SA,0.53,0,0,0,0,0,0,2018-12-10
Stelmet SA,7.8,0,0,0,0,0,0,2018-12-10
Sunex SA,3.45,0.88,3.42,3.42,3.45,100,345,2018-12-11 09:27
Suwary SA,14,0,14,14,14,1,14,2018-12-11 09:00
Swissmed CZ SA,1.07,0,0,0,0,0,0,2018-12-10
Sygnity SA,2.87,-1.03,2.76,2.76,2.87,3,8,2018-12-11 09:08
Synektik SA,9.5,1.71,9.5,9.5,9.5,1,10,2018-12-11 09:00
T-Bull SA,33.6,1.2,33.6,33.6,33.6,1,34,2018-12-11 09:00
Talanx AG,130,0,0,0,0,0,0,2018-12-10
Talex SA,12.2,4.27,12.2,12.2,12.2,1,12,2018-12-11 09:00
Tarczyński SA,18.1,0,0,0,0,0,0,2018-12-10
Tatry Mountain Resorts AS,123,0,0,0,0,0,0,2018-12-10
Tauron Polska Energia SA,2.26,0.89,2.25,2.25,2.27,494374,1115829,2018-12-11 09:28
Ten Square Games SA,77.8,1.04,78,77,78.5,881,68644,2018-12-11 09:28
Termo-Rex SA,0.58,0,0.58,0.58,0.58,22,13,2018-12-11 09:09
Tesgas SA,2.92,0,2.92,2.92,2.92,1,3,2018-12-11 09:00
TIM SA,7.48,-1.06,7.58,7.48,7.58,7720,58155,2018-12-11 09:24
Torpol SA,4.47,0.22,4.48,4.42,4.48,1099,4888,2018-12-11 09:27
Tower Investments SA,24.8,-0.8,24.8,24.8,24.8,30,744,2018-12-11 09:24
Toya SA,8,0,0,0,0,0,0,2018-12-10
Trakcja PRKiI SA,3.72,2.76,3.64,3.64,3.73,20244,74833,2018-12-11 09:25
Trans Polonia SA,2.85,2.15,2.85,2.85,2.85,1,3,2018-12-11 09:00
Triton Development SA,2.26,0,0,0,0,0,0,2018-12-10
TXM SA,0.29,0,0.29,0.29,0.29,1,0,2018-12-11 09:00
Ulma SA,69,0,0,0,0,0,0,2018-12-10
Unibep SA,4.5,-0.44,4.6,4.5,4.6,65,298,2018-12-11 09:17
UniCredit SpA,47,0,0,0,0,0,0,2018-12-10
Unima 2000 SA,2.14,0,0,0,0,0,0,2018-12-10
Unimot SA,8.3,-0.95,8.3,8.3,8.3,215,1785,2018-12-11 09:14
Ursus SA,1.71,5.56,1.68,1.66,1.77,749681,1294453,2018-12-11 09:28
Venture Inc SA,1.7,1.8,1.7,1.7,1.7,1,2,2018-12-11 09:00
Vigo System SA,270,0,0,0,0,0,0,2018-12-10
Vistal Gdynia SA w restrukturyzacji,0.83,-1.19,0.81,0.81,0.83,1902,1541,2018-12-11 09:11
Vivid Games SA,1.4,-2.78,1.44,1.39,1.44,5533,7759,2018-12-11 09:19
Votum SA,4.6,0,4.61,4.6,4.61,1631,7503,2018-12-11 09:00
Voxel SA,24.7,0,0,0,0,0,0,2018-12-10
VRG SA,3.8,0,0,0,0,0,0,2018-12-10
Wadex SA,4.76,0,0,0,0,0,0,2018-12-10
Warimpex AG,4.5,0,0,0,0,0,0,2018-12-10
Wasko SA,1.36,-0.73,1.28,1.28,1.36,494,640,2018-12-11 09:00
Wawel SA,860,0,0,0,0,0,0,2018-12-10
Wielton SA,9.7,0.21,9.7,9.7,9.7,1665,16151,2018-12-11 09:20
Wikana SA,0.78,0,0,0,0,0,0,2018-12-10
Wirtualna Polska Holding SA,51,0.39,51,51,51,187,9537,2018-12-11 09:00
Wittchen SA,16,5.61,16,16,16,100,1600,2018-12-11 09:00
Wojas SA,3.9,0,0,0,0,0,0,2018-12-10
Work Service SA,1.11,4.72,1.06,1.06,1.11,58117,63461,2018-12-11 09:28
XTB DM SA,4.5,0,4.5,4.5,4.5,753,3389,2018-12-11 09:18
Yolo SA,2.35,0,2.35,2.35,2.35,1,2,2018-12-11 09:00
Zamet SA,0.7,0,0.7,0.7,0.7,25,18,2018-12-11 09:12
Zastal SA,0.45,0,0.45,0.45,0.45,1,0,2018-12-11 09:00
ZE PAK SA,7.39,-0.14,7.39,7.39,7.39,579,4279,2018-12-11 09:00
ZM Henryk Kania SA,1.06,0.95,1.06,1.06,1.06,425,451,2018-12-11 09:06
ZM Ropczyce SA,33.7,0,33.7,33.7,33.7,96,3235,2018-12-11 09:22
ZPC Otmuchów SA,1.79,0,1.79,1.79,1.79,1,2,2018-12-11 09:00
ZPUE SA,84.5,0,84.5,84.5,84.5,25,2113,2018-12-11 09:00
ZUE SA,4.8,5.96,4.8,4.8,4.8,1,5,2018-12-11 09:01
ZUK Stąporków SA,1.43,0,0,0,0,0,0,2018-12-10
Śnieżka SA,73,0,73,73,73,91,6643,2018-12-11 09:12
